"SATD","Sentiment"
"// TODO: figure out a more reliable way to handle OTHER type // which indicates a database-specific type.","non-negative"
"//?? Is there any way to check for invalid input?  Valid input includes //?? at least any printable character, but could it also include unprintable //?? characters?","non-negative"
"// The following only works if SwingUtilities.getRoot(table) returns // and instanceof BaseMDIParentFrame. // If SwingTUilities.getRoot(table) returns and instance of Dialog or // Frame, then other code must be used.","non-negative"
"// the generated classes must not be added in the generic JAR! // is that buggy on old JOnAS (2.4) ??","negative"
"/*     * Fix bug in JVMs that return true/false rather than True/False      * from the type editor getAsText() method     */","non-negative"
"/* TODO: The above statement also refreshes when                          * we are not shown (to be erified) - hence                          * not entirely correct. */","non-negative"
"// TODO: This is a tagged value name which will never trigger an event","non-negative"
"// bug #997560 (fdietz): CC: should be in Cc:, instead of To: //toList.addAll(Arrays.asList(rfcHeader.getCc()));","non-negative"
"// This doesn't actually seem to work but it *might* // work on some dbs. Also it doesn't work if there // are multiple columns of results because it // is not accounting for the suffix: // return new String[] { getDiscriminatorColumnName() };","mixed"
"// Technically incorrect here - we need to wrap null values // as bsh.Primitive.NULL.  However the This.invokeMethod() // will do that much for us. // We need to generate a conditional here to test for null // and return Primitive.NULL","non-negative"
"// todo: not serialized yet","non-negative"
"// TODO: full-precision remainder is 1000x slower than MRI!","negative"
"/*                 * TODO: When 1.4 is the earliest version supported, include                 * the following line here:                 *         scrollPane.setWheelScrollingEnabled(true);                 * The scroll-wheel function is important for ease of use, but the                 * setWheelScrollingEnabled function is not available in java 1.3.                 */","non-negative"
"/** XXX I really don't like this - the XML processor is still              * too 'involved' in the processing. A better solution (IMO)             * would be to create UE for Project and Target too, and              * then process the tree and have Project/Target deal with              * its attributes ( similar with Description ).              *             * If we eventually switch to ( or add support for ) DOM,              * things will work smoothly - UE can be avoided almost completely              * ( it could still be created on demand, for backward compatibility )             */","negative"
"// This is faintly ridiculous:","negative"
"/**  * Jakarta Commons Logging listener.  * Note: do not use the SimpleLog as your logger implementation as it  * causes an infinite loop since it writes to System.err, which Ant traps  * and reroutes to the logger/listener layer.  *  * The following names are used for the log:  *  org.apache.tools.ant.Project.PROJECT_NAME  - for project events  *  org.apache.tools.ant.Target.TARGET_NAME - for target events  *  TASK_CLASS_NAME.TARGET_NAME - for events in individual targets.  *  * In all target and project names we replace """"."""" and """" """" with """"-"""".  *  * TODO: we should use the advanced context logging features (and expose them  * in c-l first :-)  * TODO: this is _very_ inefficient. Switching the out and tracking the logs  * can be optimized a lot - but may require few more changes to the core.  *   * @since Ant 1.5  */","negative"
"// Should move to a separate public class - and have API to add // listeners, etc.","non-negative"
"// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?","non-negative"
"// Programming error: bail out.","negative"
"// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class","non-negative"
"/*          * Does the system support UNC paths? If so, may need to fix them up          * later          */","non-negative"
"// Method is broken anyway","negative"
"/*              * Provide dummy implementations to suppress download and display of              * related resources: - FRAMEs - IMAGEs TODO create better dummy              * displays TODO suppress LINK somehow             */","non-negative"
"// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?","negative"
"// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.","non-negative"
"/*      * TODO: This is a temporary method of making sure the model is updated      * on loss of focus of a combo box. In the long term we should attempt to      * update the model on each keypress.      *      * @see java.awt.event.FocusListener#focusLost(java.awt.event.FocusEvent)      */","non-negative"
"/**      * @return the statemachine          * TODO: If this method is called by any of the Figs, it will introduce      * a dependency cycle.  It would be much better if they could just      * use {@link org.argouml.uml.diagram.ArgoDiagram#getOwner()} which does      * the same thing.      */","non-negative"
"// TODO Handle multiple top level packages","non-negative"
"// TODO: define constants for magic numbers","non-negative"
"/*      * TODO: This is the same as in parent - remove?      * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateBounds()      */","non-negative"
"// hack in order to be able to compile in java1.3","negative"
"/**      * Set the target anew.      *      * TODO: This method is never used. What is its intention? Remove it?      */","non-negative"
"// TODO: What progressMgr is to be used here? Where does //       it come from?","non-negative"
"// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205","negative"
"/**  * Class to manage Project related actions which need to be (or historically  * have been) managed as singletons.  *  * TODO: It's unclear to me whether all of these actually have to be managed as  * singletons, but for now I've just moved them from ProjectBrowser as is. - tfm  *   *  @author Tom Morris  */","non-negative"
"// TODO (@author fdietz): should be removed if we only use // Streams!","negative"
"// TODO (@author fdietz): i18n","non-negative"
"// hack: if start and end time is at 00:00:00:000 it is // an all day event","negative"
"/*          * TODO (@author karlpeder): Guess that right thing to do is to get height as getDrawingSize().getHeight(),          * since this should take top- and bottom margin of this print          * object into account. But the height seems not to be set          * correctly in  computePositionAndSize() (*20030604, karlpeder*)          */","negative"
"// Ensure that this race condition is thread safe; it doesn't matter who wins the race. //","non-negative"
"// TODO fix the space above","non-negative"
"// REVISIT: Remove this code. // Store port value as string instead of integer","non-negative"
"// use COUNT as the default.  This mimics the old behavior, although // NONE might be a better option moving forward in the case of callable","non-negative"
"//use of trim() here is ugly?","negative"
"//for arrays, we should end the collection load before resolving //the entities, since the actual array instances are not instantiated //during loading //TODO: or we could do this polymorphically, and have two //      different operations implemented differently for arrays","non-negative"
"/**          * This form used from annotations (?).  Essentially the same as the above using a          * resultset-mapping reference, but without cacheMode, readOnly, and comment.          *          * FIXME: annotations do not use it, so it can be remove from my POV          * @deprecated          *          *          * @param query The sql query string          * @param resultSetRef The result-set-mapping name          * @param querySpaces Any specified query spaces (used for auto-flushing)          * @param cacheable Whether the query results are cacheable          * @param cacheRegion If cacheable, the region into which to store the results          * @param timeout A JDBC-level timeout to be applied          * @param fetchSize A JDBC-level fetch-size to be applied          * @param flushMode The flush mode to use for this query          * @param parameterTypes parameter type map          * @param callable Does the query string represent a callable object (i.e., proc)          */","non-negative"
"/////////////////////////////////////////////////////////////////////// // HACK ALERT !!!!!!!!!!!!!!!!!!!!!!!!!!!! // Attempt to work around """"ghost"""" ImpliedFromElements that occasionally // show up between the actual things being joined.  This consistently // occurs from index nodes (at least against many-to-many).  Not sure // if there are other conditions // // Essentially, look-ahead to the next FromElement that actually // writes something to the SQL","negative"
"// short-circuit for performance...","negative"
"//should this interface extend PropertyMapping?","non-negative"
"/*                         Implement String += value;                         According to the JLS, value may be anything.                         In BeanShell, we'll disallow VOID (undefined) values.                         (or should we map them to the empty string?)                 */","non-negative"
"/* Should check for strict java here and use isJavaAssignable() instead */","non-negative"
"// this method is a nightmare","negative"
"/*                 Note: We will ll move this behavior out to a subclass of                  NameSpace, but we'll start here.         */","non-negative"
"// stupid: caret will automatically be incremented","negative"
"// Workaround for JDK bug 4071281, where system.in.available()  // returns too large a value. This bug has been fixed in JDK 1.2.","non-negative"
"// wtf?","negative"
"// this may be negative","negative"
"// calculate the adjusted data area taking into account the 3D effect... // this assumes that there is a 3D renderer, all this 3D effect is a // bit of an ugly hack...","negative"
"// a redraw should NOT trigger another change event","negative"
"// FIXME better ask the renderer instead of DatasetUtilities","non-negative"
"// we basically ignore protocol. let someone report it...","negative"
"// this covers the rare case of lower-case class names (and thus will // fail 99.999% of the time). fortunately, we'll only do this once per // package name. (and seriously, folks, look into best practices...)","negative"
"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.","non-negative"
"/*          * TODO: This version is better than the hackish previous one. Windows          *       behavior needs to be defined though. I suppose this version          *       could be improved more too.          * TODO: /etc/passwd is also inadequate for MacOSX since it does not          *       use /etc/passwd for regular user accounts          */","mixed"
"/* Workaround for JRUBY-2326 (MRI does not enter this production for some reason)*/","negative"
"// TODO: NOT_ALLOCATABLE_ALLOCATOR may be ok here, but it's unclear how Structs // work with marshalling. Confirm behavior and ensure we're doing this correctly. JRUBY-415","non-negative"
"// Object#to_a is obsolete.  We match Ruby's hack until to_a goes away.  Then we can  // remove this hack too.","negative"
"/**  *  * @author headius  * FIXME convert to enum ?  */","non-negative"
"// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables.","negative"
"// Always add plugins - there is not a good way to compare plugin zips and their extracted contents // at the moment. // TODO: Determine the best way to derive the filesize and checksum of the plugin zip that was last // extracted. Should we keep it around? How about using the current release.xml file ? Come to // think of it, perhaps we shouldn't be computing the checksum of *any* existing files, why don't // we just get it from the current release.xml file?","negative"
"/**         * the utility class that reads and writes release info from/to the release.xml file TODO: Spring-inject          * when this class is a Spring bean         */","non-negative"
"// This is weird - if I don't set this the column header doesn't line up // with the column contents.","negative"
"// This is (a logically not sufficent) try to cope with the problem that there are the following // contradictory rules in the JDBC API Doc: // Statement.getResultSet(): // This method should be called only once per result. // Statement.getUpdateCount(): // This method should be called only once per result. // Statement.getMoreResults(): // There are no more results when the following is true: (!getMoreResults() && (getUpdateCount() == -1) // // If getMoreResults() returns false, we don't know if we have more results, we only know that it isn't // a result set. Since we called getUpdateCount() before getMoreResults() because we would like to know // the update count of the first result, we might not be allowed to call getUpdateCount() again. // // The Intersystems Cache Driver for example always returns the same updateCount on simple // INSERT, UPDATE, DELETE statements not matter if getMoreResults() was called. So updateCount never // gets -1 and this will loop forever. When I discussed the issue with the Intersystems people they // just told me not to call getUpdateCount() twice. That simple. My hope is that this will cure // problems with DBs that just don't care for multiple result sets.","negative"
"// TODO: - Col - Add method to Databasemetadata that returns array // of objects for getBestRowIdentifier. For PostgreSQL put this kludge in // the new function. THis way all the kludges are kept in one place. // // KLUDGE!!!!!! // // For some DBs (e.g. PostgreSQL) there is actually a pseudo-column // providing the rowId, but the getBestRowIdentifier function is not // implemented.  This kludge hardcodes the knowledge that specific // DBs use a specific pseudo-column.  Additionally, as of pg 8.1, // you must create the table using """"WITH OID"""" appended to the create // statement.  Otherwise, OID column is not available by default. //","negative"
"/**          * TODO: move to IOUtilities          *           * @see  net.sourceforge.squirrel_sql.client.update.UpdateUtil#createZipFile(FileWrapper, FileWrapper[])          */","non-negative"
"/**      * Add a Comment with the given string      *      * TODO: Currently a no-op, doc is read only      *      * @param text the property      */","non-negative"
"/**  * Test delivery of Model events.  *  * TODO: We have not documented exactly what events arrive and when.  *  * @author Linus Tolke  */","negative"
"/**      * Make use of the default visibility, which is public...      * TODO: centralise this knowledge.      *      * @see  org.argouml.uml.diagram.ui.AbstractActionRadioMenuItem#valueOfTarget(java.lang.Object)      */","non-negative"
"/*      * TODO: needs documenting, why synchronized?      */","non-negative"
"/**      * The event to fire.     *      * TODO: Investigate! Is the purpose really to let the next call to     * {@link #firePropertyChanged(String, Object, Object)} fire the old      * event again if the previous  invocation resulted in an exception?      * If so, please document why. If not, fix it.      */","negative"
"/**  * **FIXME** This function needs documentation  *   * @return boolean  * @param XmlElement *            E  *  */","non-negative"
"/**  * **FIXME** This function needs documentation  *   * @return Vector  *    */","negative"
"/**  * TODO: JavaDoc  * * @author Colin Bell  */","non-negative"
"/**  * This class manages the windows for the application.  *  * TODO: Correct these notes  * <p>When a session closes the window manager will ensure that  * all of the windows for that sesion are closed.  * <p>Similarily when a window is closed the windows manager will ensure that  * references to the window are removed for the session.  *  * JASON: Prior to this patch there was some code movement from this class to  * Sessionmanager. The idea being that Sessionmanager  was the controller.  * Do we still want to do this? Remember in the future there will probably be  * an SDI as well as MDI version of the windows.  *  * @author <A HREF=""""mailto:colbell@users.sourceforge.net"""">Colin Bell</A>  * @author <A  HREF=""""mailto:jmheight@users.sourceforge.net"""">Jason Height</A>  */ ","non-negative"
"// TODO investigate typo in spec!!","negative"
"// @todo this is duplicating TestResult information. Only the time is not // part of the result. So we'd better derive a new class from TestResult // and deal with it. (SB)","non-negative"
"//TODO enable some proper tests!!","negative"
"/*      * TODO add tests to check for: - name clash - long option abbreviations      * (match shortest unique abbreviation)      */","non-negative"
"// TODO do tests for infix operators (8.4.7), // even though it is not yet supported","non-negative"
"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""""ownedMember"""", attribute xmi:type=""""cmof:Class"""" // TODO: This code is untested - tfm","non-negative"
"// TODO: fix testcase //assertEquals(""""filter result"""", true, result);","non-negative"
"//DMS this is totally untested.","negative"
"// Is getName() ok?  test with 1.1","non-negative"
"// TODO: test that surrogate value is legal.","non-negative"
"// the plot field is NOT tested","negative"
"// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();","non-negative"
"//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader","non-negative"
"// Fix path to allow the use of UNC URLs","non-negative"
"/*          * Have we reached the reporting boundary?          * Need to allow for a margin of error, otherwise can miss the slot.          * Also need to check we've not hit the window already*/ ","non-negative"
"// Now we know that this critic is still valid. What we need to // figure out is if the corresponding to-do item is still valid. // The to-do item is to be replaced if the name of some offender // has changed that affects its description or if the contents // of the list of offenders has changed. // We check that by creating a new ToDoItem and then verifying // that it looks exactly the same. // This really creates a lot of to-do items that goes to waste.","negative"
"// TODO: Should we be doing anything on deleted elements? // This throws an exception on remove events. - skip for now - tfm","non-negative"
"// TODO: Placeholder implementation until support for tracking on // a per-project basis is implemented //        return dirty;","non-negative"
"// TODO: We need a way to set the line color and width here, but // TestDependencies thinks this creates a dependency cycle //        Fig line = new ArgoFigLine(snapX, snapY, snapX, snapY,  //                ArgoFig.LINE_COLOR); //        line.setLineWidth(ArgoFig.LINE_WIDTH);","non-negative"
"// TODO @author hubms show if there is already a virtual folder for // this tag","non-negative"
"//TODO: optimize away this lookup for entities w/o unsaved-value=""""undefined""""","non-negative"
"/*                 Debug utils are static so that they are reachable by code that doesn't                 necessarily have an interpreter reference (e.g. tracing in utils).                 In the future we may want to allow debug/trace to be turned on on                a per interpreter basis, in which case we'll need to use the parent                 reference in some way to determine the scope of the command that                  turns it on or off.        */","non-negative"
"// TODO: draw the interval marker with a 3D effect","non-negative"
"// FIXME: \r logic needed","non-negative"
"// TODO: note lack of command.com support for Win 9x...","non-negative"
"// TODO: check the return value here","non-negative"
"/*                          * TODO: hookup with Interbase spec and adjust these as necessary.                          */","non-negative"
"// TODO: Need to allow user to specify this","non-negative"
"// Just a note: StarTeam has a status for NEW which implies // that there is an item  on your local machine that is not // in the repository.  These are the items that show up as // NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the // NEW items (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't // actually see  anything with a status of NEW. That is why // we can just check out  everything here without worrying // about losing anything.","negative"
"// todo: is this comment still relevant ?? // FIXME: need to use a SAXSource as the source for the transform // so we can plug in our own entity resolver","non-negative"
"/* TODO: correctly implement next function          * in the model subsystem for          * issue 1942: */","non-negative"
"// TODO: Is this next line safe? What happens if there is just one // comment edge or a comment edge and a single message?","non-negative"
"// does not work: r.getFolderName() // does not work: r.getMessage().getUID()","negative"
"/*          * The following types are not supported in RDMS/JDBC and therefore commented out.          * However, in some cases, mapping them to CHARACTER columns works          * for many applications, but does not work for all cases.          */","mixed"
"""/*                  Apparently in some environments you can't catch the security exception                 at all...  e.g. as an applet in IE  ... will probably have to work                  around         */","negative"
"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that","non-negative"
"// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.","non-negative"
"// TODO: This method doesn't appear to be used.","non-negative"
"// TODO: we loose encoding information here, fix it","negative"
"// Bug #1995728 // MS-SQL is inconsistent with regard to setting the current catalog. If you have a database with // periods or spaces, then in some cases you must surround the catalog with quotes. For example,  // if you have a catalog named 'db with spaces' you must execute the following SQL: //  // use """"db with spaces"""" // // However, the same is not always true for the JDBC API method Connection.setCatalog. For some old // versions of Microsoft drivers, you must quote the catalog as well. But for newer versions of the // driver, you must not quote the catalog. So here, we attempt to use the unquoted version first, then // if that fails, we will try quoting it.","non-negative"
"// XXX ignore attributes in a different NS ( maybe store them ? )","non-negative"
"// PR: Hack for ant-type value //  an ant-type is a component name which can // be namespaced, need to extract the name // and convert from qualified name to uri/name","negative"
"/**      * Set the number of milliseconds leeway to give before deciding a      * target is out of date.      * TODO: This is not yet used.      * @param granularity the granularity used to decide if a target is out of      *                    date.      */","non-negative"
"// XXX: we should use JCVS (www.ice.com/JCVS) instead of // command line execution so that we don't rely on having // native CVS stuff around (SM)","non-negative"
"// probably not the best choice, but it solves the problem of // relative paths in CLASSPATH","mixed"
"/**      * TODO: Move this into the toolbar project.      */","non-negative"
"// if """"expression"""" implements one of the combobox, select it // TODO ? Do it in eUML module project ?","non-negative"
"// TODO: // This is actually a hack! Some diagram types // (like the statechart diagrams) access the current // diagram to get some info. This might cause // problems if there's another statechart diagram // active, so I remove the current project, before // loading the new one.","negative"
"// TODO: A minimal update strategy would be better here to // minimize work and events firing, but it may be better to // deprecate the method and force calls to manage updates // themselves (since they probably usually want to just add // or remove a single element) - tfm 20061108","non-negative"
"// TODO: Remove this old implementation after 0.22 if it's // demonstrated that it's not needed. - tfm","non-negative"
"/*      * TODO: Why is this here? Who is calling this?      *      * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)      */","negative"
"// TODO: Won't our use of PathComparator take care of uniqueness?","non-negative"
"/*          * Install the trap to """"eat"""" SecurityExceptions.         *          * NOTE: This is temporary and will go away in a """"future"""" release          * http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4714232          */","negative"
"/**  * TODO: this class should be moved to package  * org.argouml.uml.ui.behavior.common_behavior.  */","non-negative"
"// TODO: Encountering a deleted object during // any part of this traversal will // abort the rest of the traversal. // We probably should do the whole traversal // in a single MDR transaction.","non-negative"
"/* TODO: What if used elsewhere? */","non-negative"
"// this is a hack for the multiline column","negative"
"//TODO (@author tstich): do something","non-negative"
"// FIXME: ugly cast to ContactModel","negative"
"// TODO: Should we take some action to ensure signature is valid // html?","non-negative"
"// EATM Call the deprecated method which does the same thing  // but might have an override in older code.","non-negative"
"// TODO // This assumes we only get a SET notification, which isn't a good assumption. //","non-negative"
"//FB TBD can we come up with a better algorithm for choosing the default label feature?","non-negative"
"//DMS What if Eclipse is running, but an invalid facade has been specified?  We still should format code, use encoding,...","non-negative"
"//TODO: to handle concurrent writes correctly, the client should pass in a Lock","non-negative"
"// Do we need to drop constraints before dropping tables in this dialect?","non-negative"
"// todo : again, how *should* this work for non-pojo entities?","non-negative"
"/**      * FIXME Per the RegionFactory class Javadoc, this constructor version      * should not be necessary.      *       * @param props The configuration properties      */","non-negative"
"// todo : would love to have this work on a notification basis //    where the successful binding of an entity/subclass would //    emit a notification which the extendsQueue entries could //    react to...","non-negative"
"// This next bit is to allow for both unsaved-value=""""negative"""" // and for """"older"""" behavior where version number did not get // seeded if it was already set in the object // TODO: shift it into unsaved-value strategy","non-negative"
"// todo : i'd much rather have this done from #endLoadingCollection(CollectionPersister,LoadingCollectionEntry)...","non-negative"
"// todo : should we check the current isolation mode explicitly?","non-negative"
"// should we do this for both cases above?","non-negative"
"// undocumented hack to allow browser actions to work. // XXX - clean up in 4.3","negative"
"// redundant with constructor","negative"
"/*                 Issues to resolve here...                 1) In which classloader should we define the class?                 if there is a BshClassLoader should we define it there?                 2) should we use reflection to set it in a non-bsh classloader                 if there is one or should we always create a bsh classloader                 (and expose its defineClass)? */","non-negative"
"// simplified these settings a little...","non-negative"
"/*                         Wrap nulls.                         This is a bit of a cludge to address a deficiency in the class                        generator whereby it does not wrap nulls on method delegate.  See                        Class Generator.java.  If we fix that then we can remove this.                         (just have to generate the code there.)                 */","negative"
"// Check for field on object  // Note: could eliminate throwing the exception somehow","non-negative"
"// first determine the size of the chart rendering area... // TODO workout insets for SWT","non-negative"
"// TODO: we didn't check the width yet","non-negative"
"// not strictly necessary, since the // renderer set for the // parent plot is not used","non-negative"
"// FIXME:  this code means that it is not possible to use more than // one domain axis for the combined plots...","non-negative"
"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?","non-negative"
"//TODO replace with proper Exception","negative"
"//This can lead to code smell, meh! Do we care","negative"
"/*      *     * A Dom tree panel for to display response as tree view author <a      * href=""""mailto:d.maung@mdl.com"""">Dave Maung</a>     * TODO implement to find any nodes in the tree using TreePath.     *     */","non-negative"
"// TODO: Does this method need to be public? It isn't currently // called outside of this class.","non-negative"
"// TODO should we allow null for non-primitive types?","non-negative"
"/*          * A little hack - add each listener to the start of the list - this          * ensures that the thread running the show is the first listener and          * can modify certain values before other listeners are called.          */","negative"
"// FIXME: I use a for block to implement END node because we need a proc which captures // its enclosing scope.   ForBlock now represents these node and should be renamed.","non-negative"
"// TODO: // MRI behavior: Call """"+"""" or """"add"""", depending on the call. // But this leads to exceptions when Floats are added. See: // http://blade.nagaokaut.ac.jp/cgi-bin/scat.rb/ruby/ruby-core/17374 // return callCoerced(context, op, b, true); -- this is MRI behavior. // We'll use ours for now, thus providing an ability to add Floats.","non-negative"
"// modules are included with a shim class; we must find that shim to handle super() appropriately","non-negative"
"// Something wrong we don't know the cwd... // TODO: Is this behavior really desirable? /mov","negative"
"// FIXME: Ideally JavaObject instances should be marshallable, which means that // the JavaObject metaclass should have an appropriate allocator. JRUBY-414","non-negative"
"// using IOInputStream may not be the most performance way, but it's easy.","mixed"
"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate","non-negative"
"// FIXME: do we really want 'declared' methods?  includes private/protected, and does _not_ // include superclass methods.  also, the getDeclared calls may throw SecurityException if // we're running under a restrictive security policy.","negative"
"// TODO: These 2 should be handled with an Iterator!!!","negative"
"// TODO: This is a nasty quick hack. Needs an API to do this.","negative"
"/*          * TODO: This should not be public. Check all usages of it          * and put appropriate methods in an API object.          */","non-negative"
"// multiple rows - not good","negative"
"/**  * TODO: Clean this mess up!!!! Load plugins. Load all plugin jars into class loader.  */","negative"
"// TODO: - please add some javadoc - ugly classname also","negative"
"// TODO: Does this still need to be synchronized? If so then explain why.","non-negative"
"/**  * This interface contains methods to retrieve objects that represent the  * different UML types. These objects are use as tokens used to create  * model elements in some methods. *  * TODO: There are parts of ArgoUML which assume that the objects returned  * here are Classes.  We should formalize that by changing the return types to  * match. tfm - 20070620 Bob says - there should be no such assumption in  * ArgoUML. Can we document where these are?  *  * @see org.argouml.model.UmlFactory#buildConnection(  *         Object, Object, Object, Object, Object, Object, Object)  * @see org.argouml.model.UmlFactory#buildNode(Object)*/","non-negative"
"// TODO: Do we need this?","non-negative"
"/* TODO: The Quickguide also mentions:          *   -open <arg>     open given file on startup          *   -print <arg>    print given file on startup (and exit)          * Why are these gone? */","negative"
"/**          * **FIXME** This function needs documentation          *           * @param out          *            OutputStream to print the data to          *            */","non-negative"
"/**  * TODO: Document!  *   * @author penyaskito  */","negative"
"/**      * Returns all substates some composite state contains.      * <p>      * TODO: {@link #getAllPossibleSubvertices(Object)} and     * {@link #getAllSubStates(Object)} are duplicates as implemented for MDR.     * It isn't clear from the Javadoc or usage whether they should do different      * things or this just happened because no one noticed we already had      * another method.      *      * @param compState      *                the given compositestate      * @return all substates      */","non-negative"
"/**      * TODO: Document! What does this do?  Interacts with event pump in some manner      *       * @param objects new objeccts      */","negative"
"// TODO: Document why we catch this.","non-negative"
"/**  * TODO:  * comment field doesn't include all options yet  */","non-negative"
"/*      * The displayName variable stores the value of the """"display-name"""" element      * from the standard EJB descriptor.  As a future enhancement to this task,      * we may determine the name of the EJB JAR file using this display-name,      * but this has not be implemented yet.      */","non-negative"
"// TODO somehow show progress","non-negative"
"// Set the overall status for the transaction sample // TODO: improve, e.g. by adding counts to the SampleResult class","non-negative"
"// TODO: maybe should stop at first, or find highest priority.","non-negative"
"// The following debug line is now the single most memory consuming // line in the whole of ArgoUML. It allocates approximately 18% of // all memory allocated. // Suggestions for solutions: // Check if there is a LOG.log(Level.FINE,String, String) method that can // be used instead. // Use two calls. // For now I (Linus) just comment it out. // LOG.log(Level.FINE, """"applying critic: """" + _headline);","negative"
"// If we weren't given a system ID, attempt to use the URL for the // JAR that we were loaded from.  (Why? - tfm)","non-negative"
"// TODO: Register listener for target ToDo item changes // and for new showStep() requests","non-negative"
"// TODO: @author fdietz replace with regular expression","non-negative"
"// TODO finish marshalling of all available properties","non-negative"
"//FB TBD filter out volatile and other inappropriate links?","non-negative"
"// TODO: handle TypeDefs","non-negative"
"// TODO: bindpropertyresults(alias, returnElem)","non-negative"
"// need to add static block here","non-negative"
"// TODO: I think we need to make sure the keys are actually cloned, // whereas the paint instances are always immutable so they're OK","non-negative"
"// TODO: call config with scope but no frame","non-negative"
"// TODO: Ruby truncates string to specific size here, but our bytelist should handle this already?","non-negative"
"// TODO: pipe handler to be reopened with path and """"w"""" mode","non-negative"
"// TODO: improve this test // $NON-NLS-1$ $NON-NLS-2$ // Missing variable name","non-negative"
"// TODO should this be done even if not a full test plan? // and what if load fails?","non-negative"
"/**      * For modules, it would be usefule to be able to remove their factories.<p>      *       * TODO: The effect of this method is not yet tested!      *      * @param factory the factory to remove      */","negative"
"// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.","negative"
"// TODO add test methods here. The name must begin with 'test'. For example:","non-negative"
"// TODO: Make into an assert once I get things like blockbodynodes to be implicit nil","non-negative"
"// TODO: We need some way of driving this from panel xml rather // than hard coded test","negative"
"// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.","non-negative"
